pID;Name;Surname;Salary;Domain;State;Role;Gender;Ethnicity;FamSituation;Performance;Rating
1045;Elliott;Ashley;Zone C;Admin Offices;MA;CLERK;Female;Black;Single;Fully Meets;3
1046;Genesis;Todd;Zone A;Software CLERKing;MA;CLERK;Male;White;Single;Fully Meets;3
1047;Sincere;Jimenez;Zone A;Software CLERKing;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1048;Stephen;Daugherty;Zone A;Software CLERKing;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1049;Demarion;Morrow;Zone B;Software CLERKing;MA;CLERK;Male;White;Married;Fully Meets;3
1050;Steven;Schneider;Zone B;Software CLERKing;MA;CLERK;Male;Black;Widowed;Fully Meets;3
1051;Devon;Hinton;Zone C;Software CLERKing;MA;CLERK;Male;White;Divorced;Fully Meets;3
1052;Jacquelyn;Johns;Zone B;Software CLERKing;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1053;Blaine;Keith;Zone C;Software CLERKing;MA;MANAGER;Female;Hispanic;Divorced;Fully Meets;3
1054;Phillip;Salazar;Zone A;Software CLERKing;MA;MANAGER;Male;White;Single;Fully Meets;3
1055;Chaz;Webb;Zone C;Software CLERKing;MA;CLERK;Female;White;Widowed;Fully Meets;3
1056;Desmond;Anderson;Zone C;Software CLERKing;MA;CLERK;Male;Hispanic;Widowed;Fully Meets;3
1057;Sophie;Decker;Zone A;Software CLERKing;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1058;Lena;Bryan;Zone C;Software CLERKing;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
1059;Kelsie;Mccormick;Zone C;Software CLERKing;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1060;Frida;Livingston;Zone B;Software CLERKing;MA;MANAGER;Female;Black;Single;Fully Meets;3
1061;Isai;Alvarado;Zone C;Software CLERKing;MA;CLERK;Female;Other;Single;Fully Meets;3
1062;Travis;Vasquez;Zone A;Software CLERKing;MA;MANAGER;Male;Hispanic;Married;Fully Meets;3
1063;Jazlene;Maynard;Zone B;Software CLERKing;MA;CLERK;Female;Black;Single;Fully Meets;3
1064;Wyatt;Donovan;Zone A;Software CLERKing;MA;CLERK;Male;White;Divorced;Fully Meets;3
1065;Nathaly;Cooper;Zone C;Software CLERKing;MA;CLERK;Male;Other;Widowed;Fully Meets;3
1066;Gage;Weeks;Zone C;Software CLERKing;MA;CLERK;Male;Hispanic;Single;Fully Meets;3
1067;Gavin;Frye;Zone A;Software CLERKing;MA;CLERK;Female;White;Married;Fully Meets;3
1068;Amber;Ross;Zone B;Software CLERKing;MA;MANAGER;Female;Black;Widowed;Fully Meets;3
1069;Wyatt;Edwards;Zone B;Software CLERKing;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1070;Karla;Reed;Zone C;Software CLERKing;MA;MANAGER;Male;Black;Married;Fully Meets;3
1071;Yadira;Mcmillan;Zone A;Software CLERKing;MA;CLERK;Male;Black;Married;Fully Meets;3
1072;Fernando;Mcconnell;Zone C;Software CLERKing;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1073;Sean;Bean;Zone A;Software CLERKing;MA;CLERK;Male;White;Single;Fully Meets;3
1074;Lilianna;Mccall;Zone A;Software CLERKing;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
1075;Salvador;Thomas;Zone B;Software CLERKing;MA;CLERK;Male;Asian;Married;Fully Meets;3
1076;Jair;Silva;Zone C;Software CLERKing;MA;MANAGER;Female;White;Widowed;Fully Meets;3
1077;Derek;Moreno;Zone B;Software CLERKing;MA;CLERK;Female;Black;Single;Fully Meets;3
1078;Litzy;Conner;Zone C;Software CLERKing;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1079;Joanna;Burnett;Zone B;Software CLERKing;MA;MANAGER;Female;Hispanic;Divorced;Fully Meets;3
1080;Abdullah;Frederick;Zone C;Software CLERKing;MA;CLERK;Male;Black;Widowed;Fully Meets;3
1081;Armani;Porter;Zone B;Software CLERKing;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
1082;Taylor;Sanders;Zone B;Software CLERKing;MA;CLERK;Male;Other;Married;Fully Meets;3
1083;Iliana;Randall;Zone A;Software CLERKing;MA;MANAGER;Female;Asian;Divorced;Fully Meets;3
1084;Luke;Henderson;Zone C;Software CLERKing;MA;MANAGER;Male;White;Single;Fully Meets;3
1085;Madelyn;Lambert;Zone B;Software CLERKing;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1086;Ava;Pace;Zone A;Software CLERKing;MA;MANAGER;Female;Black;Single;Fully Meets;3
1087;Delaney;Bruce;Zone A;Software CLERKing;MA;CLERK;Female;Other;Married;Fully Meets;3
1088;Jair;Bullock;Zone B;Software CLERKing;MA;CLERK;Female;White;Widowed;Fully Meets;3
1089;Kayla;Farrell;Zone A;Software CLERKing;MA;CLERK;Female;Black;Married;Fully Meets;3
1090;Taylor;Gamble;Zone C;Software CLERKing;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1091;Carl;Desimone;Zone B;Production       ;MA;MANAGER;Male;Asian;Single;Fully Meets;3
1092;Sophia;Theamstern;Zone C;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1093;Kara;Harrison;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1094;Ming;Huynh;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1095;Karen;Mancuso;Zone A;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1096;Linda;Anderson;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1097;Nilson;Fernandes;Zone B;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;3
1098;Alain;Robinson;Zone A;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1099;Seffi;Shields;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1100;Horia;Ndzi;Zone C;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1101;Evelyn;Girifalco;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1102;Ermine;Pelletier;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1103;Samuel;MacLennan;Zone C;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1104;Sean;Bernstein;Zone C;Production       ;MA;MANAGER;Male;Asian;Divorced;Fully Meets;3
1105;Shakira;Perry;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1106;Michael J;Fitzpatrick;Zone B;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;3
1107;Cybil;Trzeciak;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1108;Barry;Wilber;Zone A;Production       ;MA;CLERK;Male;White;Married;Fully Meets;3
1109;Enola;Chivukula;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1110;Joelle;Burke;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1111;Alexandra;Kirill;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1112;Celeste;Johnson;Zone A;Production       ;MA;MANAGER;Female;White;Single;Fully Meets;3
1113;Nathalia;Hendrix;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1114;Justus;Bowen;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1115;Marcus;Bender;Zone A;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;3
1116;Ryker;Logan;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1117;Payten;Middleton;Zone C;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1118;Harrison;Hunt;Zone B;Production       ;MA;MANAGER;Male;Asian;Divorced;Fully Meets;3
1119;Orlando;Henderson;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1120;Darian;Potts;Zone B;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;3
1121;Isabela;Collins;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1122;Sierra;Macias;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1123;Giuliana;Farmer;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1124;Pierce;Robbins;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1125;Lamont;Bridges;Zone B;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
1126;Gretchen;Richard;Zone C;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1127;Axel;Hart;Zone A;Production       ;MA;CLERK;Male;White;Married;Fully Meets;3
1128;Emma;Escobar;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1129;Maximilian;Craig;Zone B;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1130;Erik;Padilla;Zone A;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1131;Gilbert;Duffy;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1132;Raymond;Ayers;Zone B;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1133;Vincent;Wyatt;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1134;Micah;Stanley;Zone C;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1135;Evan;Chen;Zone A;Production       ;MA;MANAGER;Male;Other;Widowed;Fully Meets;3
1136;Serenity;Thornton;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1137;Talan;Rivas;Zone C;Production       ;MA;CLERK;Male;Black;Single;Fully Meets;3
1138;Calvin;Braun;Zone B;Production       ;MA;MANAGER;Male;Black;Divorced;Fully Meets;3
1139;Cale;Bender;Zone A;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
1140;Kirsten;Vance;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1141;Cade;Cox;Zone A;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1142;Ibrahim;Wolfe;Zone B;Production       ;MA;MANAGER;Female;Asian;Married;Fully Meets;3
1143;Elianna;Schmitt;Zone A;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1144;Colby;Wolfe;Zone B;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
1145;Autumn;Barrera;Zone B;Production       ;MA;CLERK;Male;Hispanic;Married;Fully Meets;3
1146;Emmalee;Cervantes;Zone C;Production       ;MA;CLERK;Male;Hispanic;Divorced;Fully Meets;3
1147;Ernest;Willis;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1148;Jaxon;Anderson;Zone A;Production       ;MA;MANAGER;Female;Black;Married;Fully Meets;3
1149;Precious;Caldwell;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1150;Yahir;Serrano;Zone A;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1151;Krystal;Peterson;Zone A;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1152;Jadyn;Haley;Zone A;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
1153;Davis;Roberts;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1154;Meadow;Avery;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1155;Allyson;Owen;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1156;Francisco;Simon;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Married;Fully Meets;3
1157;Trent;Christian;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Married;Fully Meets;3
1158;Chaya;Boyd;Zone A;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1159;Nehemiah;Rivas;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1160;Wyatt;Spence;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1161;Abram;Fisher;Zone B;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1162;Jayleen;Oconnell;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1163;Jordon;Meadows;Zone A;Production       ;MA;MANAGER;Female;White;Divorced;Fully Meets;3
1164;Justice;Pineda;Zone A;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
1165;Isiah;Decker;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1166;Giada;Boone;Zone A;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;3
1167;Camryn;Guerra;Zone B;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1168;Melody;Rollins;Zone A;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1169;Lucia;Cummings;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1170;Jaylen;Serrano;Zone C;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1171;Jayson;Bright;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1172;Carlie;Wilkerson;Zone C;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;3
1173;Kaylyn;Patrick;Zone C;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;3
1174;Evie;Pope;Zone C;Production       ;MA;MANAGER;Female;Other;Widowed;Fully Meets;3
1175;Nayeli;Kelley;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1176;Krista;Franco;Zone A;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;3
1177;Teresa;Farrell;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1178;Dorian;Fox;Zone C;Production       ;MA;CLERK;Male;Other;Single;Fully Meets;3
1179;Madeleine;Sherman;Zone A;Production       ;MA;MANAGER;Male;Black;Divorced;Fully Meets;3
1180;Allan;Butler;Zone B;Production       ;MA;CLERK;Male;Hispanic;Single;Fully Meets;3
1181;Nevaeh;Davila;Zone C;Production       ;MA;CLERK;Male;Other;Married;Fully Meets;3
1182;Gunnar;Webster;Zone C;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1183;Aydin;Tate;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1184;Patrick;Mckinney;Zone B;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1185;Milagros;Foley;Zone A;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1186;Rachael;Buck;Zone A;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1187;Rigoberto;Townsend;Zone A;Production       ;MA;MANAGER;Female;Black;Single;Fully Meets;3
1188;Reagan;Odonnell;Zone B;Production       ;MA;CLERK;Male;Black;Divorced;Fully Meets;3
1189;Roy;Morse;Zone C;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1190;Rafael;Buchanan;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Married;Fully Meets;3
1191;Kaitlynn;Herman;Zone B;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1192;Marquise;Santana;Zone C;Production       ;MA;CLERK;Female;White;Single;Fully Meets;3
1193;Jamarion;Mitchell;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1194;Gabrielle;Hardy;Zone C;Production       ;MA;CLERK;Male;Asian;Widowed;Fully Meets;3
1195;Savion;Stokes;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1196;Trevin;Summers;Zone C;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
1197;Hailie;Bell;Zone B;Production       ;MA;MANAGER;Female;Hispanic;Divorced;Fully Meets;3
1198;Audrey;Stevens;Zone B;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1199;Jason;Munoz;Zone B;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1200;Carlee;Foley;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1201;Sarahi;Dodson;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1202;Faith;Carey;Zone B;Production       ;MA;CLERK;Male;White;Widowed;Fully Meets;3
1203;Mylie;Salazar;Zone A;Production       ;MA;CLERK;Male;White;Divorced;Fully Meets;3
1204;Pablo;Parker;Zone B;Production       ;MA;MANAGER;Male;White;Married;Fully Meets;3
1205;Ulises;Shea;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1206;Bethany;Terry;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1207;Kamari;Holloway;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1208;Jazlene;Mcdaniel;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1209;Dane;Kelly;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1210;Camila;Dunn;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1211;Aurora;Frederick;Zone B;Production       ;MA;CLERK;Male;Other;Widowed;Fully Meets;3
1212;Caylee;Nunez;Zone C;Production       ;MA;MANAGER;Female;Hispanic;Single;Fully Meets;3
1213;Tamia;Sharp;Zone A;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;3
1214;Jaliyah;Gamble;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1215;Xander;Savage;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1216;Marc;Crosby;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1217;Marques;Zimmerman;Zone B;Production       ;MA;MANAGER;Male;Asian;Single;Fully Meets;3
1218;Livia;Salazar;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1219;Alana;Choi;Zone B;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1220;Levi;Lawson;Zone C;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
1221;Kane;Black;Zone A;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
1222;Paola;Weeks;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1223;Brooklynn;Mack;Zone C;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1224;Darrell;Zamora;Zone B;Production       ;MA;MANAGER;Male;Hispanic;Married;Fully Meets;3
1225;Irvin;Warner;Zone C;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;3
1226;Dayton;Castro;Zone A;Production       ;MA;CLERK;Male;Other;Divorced;Fully Meets;3
1227;Hailey;Mckay;Zone C;Production       ;MA;CLERK;Female;Other;Divorced;Fully Meets;3
1228;Jaquan;Rowland;Zone B;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1229;David;Velez;Zone B;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1230;Joslyn;Patel;Zone C;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1231;Colt;Archer;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1232;Abbigail;Cameron;Zone B;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1233;Anastasia;Escobar;Zone A;Production       ;MA;MANAGER;Male;Other;Divorced;Fully Meets;3
1234;Ronin;Mclaughlin;Zone A;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;3
1235;Aliana;Pena;Zone B;Production       ;MA;MANAGER;Female;Other;Widowed;Fully Meets;3
1236;Ramon;Goodwin;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1237;Cory;Saunders;Zone A;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1238;Alessandra;Huynh;Zone B;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1239;Maeve;Holmes;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1240;Alejandra;Mclean;Zone B;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
1241;Reuben;Potter;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1242;Marilyn;Greer;Zone C;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1243;Camila;Nichols;Zone A;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;3
1244;Iris;Bruce;Zone A;Production       ;MA;CLERK;Male;Asian;Married;Fully Meets;3
1245;Henry;Pratt;Zone B;Production       ;MA;CLERK;Male;White;Widowed;Fully Meets;3
1246;Kira;Soto;Zone B;Production       ;MA;MANAGER;Male;Black;Widowed;Fully Meets;3
1247;Ashanti;Scott;Zone C;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1248;Sarahi;Burke;Zone B;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1249;Aimee;Terry;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1250;Jerimiah;Jackson;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
1251;Callie;Murray;Zone A;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1252;Fabian;Young;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1253;Juliette;Morton;Zone A;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1254;Alyvia;Sellers;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1255;Tyler;Gay;Zone A;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1256;Noemi;Randall;Zone A;Production       ;MA;CLERK;Female;White;Widowed;Fully Meets;3
1257;Jazlene;Lozano;Zone B;Production       ;MA;CLERK;Female;Asian;Divorced;Fully Meets;3
1258;Jennifer;Salazar;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1259;Vaughn;Leonard;Zone A;Production       ;MA;CLERK;Male;White;Single;Fully Meets;3
1260;Caitlin;Robertson;Zone B;Production       ;MA;MANAGER;Female;Asian;Married;Fully Meets;3
1261;Elyse;Huerta;Zone C;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1262;Kyle;Sanders;Zone A;Production       ;MA;CLERK;Female;Hispanic;Widowed;Fully Meets;3
1263;Barrett;Jennings;Zone B;Production       ;MA;CLERK;Female;Hispanic;Divorced;Fully Meets;3
1264;Darius;Koch;Zone C;Production       ;MA;MANAGER;Female;Hispanic;Married;Fully Meets;3
1265;Kolton;Dawson;Zone C;Production       ;MA;CLERK;Male;Black;Widowed;Fully Meets;3
1266;Ciara;Cole;Zone A;Production       ;MA;MANAGER;Male;Hispanic;Divorced;Fully Meets;3
1267;Virginia;Wallace;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1268;Malik;Ochoa;Zone A;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1269;Elyse;Pratt;Zone A;Production       ;MA;CLERK;Female;Black;Divorced;Fully Meets;3
1270;Yahir;Hill;Zone C;Production       ;MA;CLERK;Female;Hispanic;Married;Fully Meets;3
1271;Harley;Abbott;Zone A;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1272;Dawson;Pratt;Zone C;Production       ;MA;MANAGER;Female;Black;Single;Fully Meets;3
1273;Michaela;Smith;Zone A;Production       ;MA;MANAGER;Female;Asian;Single;Fully Meets;3
1274;Lillie;Leblanc;Zone A;Production       ;MA;CLERK;Female;Black;Single;Fully Meets;3
1275;Sincere;Rivera;Zone B;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1276;Lucas;Good;Zone A;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;3
1277;Jonas;Hernandez;Zone C;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1278;Cason;Tyler;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1279;Malachi;Singleton;Zone B;Production       ;MA;CLERK;Female;White;Married;Fully Meets;3
1280;Natalie;Christensen;Zone C;Production       ;MA;MANAGER;Male;Black;Single;Fully Meets;3
1281;Jordyn;Sheppard;Zone A;Production       ;MA;MANAGER;Female;White;Widowed;Fully Meets;3
1282;Rohan;Matthews;Zone A;Production       ;MA;MANAGER;Female;Black;Widowed;Fully Meets;3
1283;Taniya;Stafford;Zone C;Production       ;MA;CLERK;Female;Asian;Married;Fully Meets;3
1284;Cherish;Preston;Zone B;Production       ;MA;MANAGER;Female;Other;Married;Fully Meets;3
1285;Briley;Hanson;Zone C;Production       ;MA;MANAGER;Male;Hispanic;Widowed;Fully Meets;3
1286;Hugo;Tate;Zone B;Production       ;MA;CLERK;Male;Asian;Divorced;Fully Meets;3
1287;Daniel;Griffin;Zone A;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
1288;Dakota;Salinas;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1289;Janiyah;Ballard;Zone C;Production       ;MA;CLERK;Female;Other;Single;Fully Meets;3
1290;Annika;Malone;Zone A;Production       ;MA;MANAGER;Female;White;Married;Fully Meets;3
1291;Celeste;Lin;Zone B;Production       ;MA;MANAGER;Female;Black;Divorced;Fully Meets;3
1292;Larissa;Warner;Zone A;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1293;Lawrence;Cross;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1294;Kara;Barnes;Zone B;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1295;Emery;Schmidt;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1296;Adalyn;Vaughan;Zone B;Production       ;MA;MANAGER;Female;Asian;Widowed;Fully Meets;3
1297;Chase;Lloyd;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1298;Hallie;Delacruz;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1299;Tia;Atkins;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1300;Nia;Nicholson;Zone B;Production       ;MA;CLERK;Female;Black;Married;Fully Meets;3
1301;Lilian;Norton;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1302;Aliana;Pennington;Zone A;Production       ;MA;CLERK;Female;Other;Married;Fully Meets;3
1303;Estrella;Benitez;Zone A;Production       ;MA;MANAGER;Female;Hispanic;Single;Fully Meets;3
1304;Kylie;Gilbert;Zone B;Production       ;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1305;Oscar;Munoz;Zone B;Production       ;MA;CLERK;Male;White;Married;Fully Meets;3
1306;Dane;Barton;Zone B;Production       ;MA;MANAGER;Male;Hispanic;Single;Fully Meets;3
1307;Dexter;Cline;Zone A;Production       ;MA;MANAGER;Male;Black;Married;Fully Meets;3
1308;Atticus;Frost;Zone C;Production       ;MA;MANAGER;Female;Asian;Divorced;Fully Meets;3
1309;Yamilet;Cohen;Zone C;Production       ;MA;CLERK;Female;Other;Widowed;Fully Meets;3
1310;Emmalee;Reynolds;Zone B;Production       ;MA;CLERK;Female;Asian;Single;Fully Meets;3
1311;Moshe;Taylor;Zone C;Production       ;MA;CLERK;Male;Asian;Single;Fully Meets;3
1312;Irene;Melton;Zone B;Production       ;MA;CLERK;Female;Black;Widowed;Fully Meets;3
1313;Eddie;Whitney;Zone C;Production       ;MA;CLERK;Female;Hispanic;Single;Fully Meets;3
1314;Marcel;Gomez;Zone C;Production       ;MA;CLERK;Female;White;Divorced;Fully Meets;3
1315;Amy;Foster-Baker;Zone A;Admin Offices;MA;CLERK;Female;Asian;Widowed;Fully Meets;3
1316;Janet;King;Zone A;MANAGER Office;MA;CLERK;Female;Asian;Single;Fully Meets;3
1317;Bonalyn;Boutwell;Zone A;Admin Offices;MA;CLERK;Female;Black;Widowed;Fully Meets;3
